Geo_FIPS	Geo_QName	Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_PUMA5	Geo_PUMA1	Geo_GEOID	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_PLACESE	SE_A01001_001	SE_A01001_002	SE_A01001_003	SE_A01001_004	SE_A01001_005	SE_A01001_006	SE_A01001_007	SE_A01001_008	SE_A01001_009	SE_A01001_010	SE_A01001_011	SE_A01001_012	SE_A01001_013	SE_A03001_001	SE_A03001_002	SE_A03001_003	SE_A03001_004	SE_A03001_005	SE_A03001_006	SE_A03001_007	SE_A03001_008	SE_A10009_001	SE_A10009_002	SE_A10009_003	SE_A10009_004	SE_A10009_005	SE_A10009_006	SE_A10009_007	SE_A10009_008	SE_A10009_009	SE_A10009_010	SE_A10009_011	SE_A10009_012	SE_A10009_013	SE_A10009_014	SE_A10009_015	SE_A10009_016	SE_A10009_017	SE_A10009_018	SE_A10009_019	SE_B12001_001	SE_B12001_002	SE_B12001_003	SE_B12001_004	SE_A14006_001
"0408850"	"Vail Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009375"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"08850"	""	""	""	""	""	""	"97000US0408850"	"Vail Unified District"	""	""	""	64450	4915	5257	5521	2666	4399	7256	9856	9796	5864	5543	2524	853	64450	52505	2919	437	1910	21	2319	4339	22001	9568	9539	7634	1905	417	1488	29	29	0	12433	7925	7126	799	279	520	4508	2349	2159	41692	1618	23005	17069	92219
"0409160"	"Whiteriver Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009376"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"09160"	""	""	""	""	""	""	"97000US0409160"	"Whiteriver Unified District"	""	""	""	15020	1328	1640	1718	811	1251	2296	1493	1570	1909	669	250	85	15020	514	32	13909	81	60	37	387	3589	2115	2115	1063	1052	120	932	0	0	0	1474	833	516	317	113	204	641	343	298	8272	2671	4975	626	36406
"0409190"	"Wickenburg Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009377"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"09190"	""	""	""	""	""	""	"97000US0409190"	"Wickenburg Unified District"	""	""	""	15692	928	496	524	375	386	1343	1079	851	3175	4131	2001	403	15692	14606	116	490	52	23	261	144	6890	1009	1009	560	449	41	408	0	0	0	5881	3904	3804	100	34	66	1977	800	1177	12983	748	8180	4055	68672
"0409250"	"Willcox Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009378"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"09250"	""	""	""	""	""	""	"97000US0409250"	"Willcox Unified District"	""	""	""	7719	484	676	480	270	596	1206	864	636	985	829	417	276	7719	6810	52	165	52	9	160	471	2954	868	868	656	212	62	150	0	0	0	2086	1053	897	156	96	60	1033	648	385	5213	723	3628	862	42382
"0409310"	"Williams Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009379"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"09310"	""	""	""	""	""	""	"97000US0409310"	"Williams Unified District"	""	""	""	5293	223	334	296	134	242	690	555	668	992	852	269	38	5293	3861	89	304	85	0	683	271	2383	600	593	368	225	73	152	7	7	0	1783	1028	900	128	26	102	755	413	342	4064	397	2773	894	55373
"0409430"	"Window Rock Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009380"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"09430"	""	""	""	""	""	""	"97000US0409430"	"Window Rock Unified District"	""	""	""	12517	669	975	941	481	1193	1868	1558	1482	1631	1120	425	174	12517	323	92	11644	67	0	57	334	3535	1157	1157	508	649	46	603	0	0	0	2378	1208	532	676	173	503	1170	777	393	8258	1320	5690	1248	37202
"0409460"	"Winslow Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009381"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"09460"	""	""	""	""	""	""	"97000US0409460"	"Winslow Unified District"	""	""	""	11410	551	663	1080	442	1208	1903	2002	1445	1152	511	322	131	11410	3806	452	4171	10	0	2077	894	3227	1408	1402	627	775	131	644	6	6	0	1819	898	538	360	141	219	921	526	395	7466	1595	5198	673	45699
"0409733"	"Sedona-Oak Creek Joint Unified District, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009382"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"09733"	""	""	""	""	""	""	"97000US0409733"	"Sedona-Oak Creek Joint Unified District"	""	""	""	14899	141	230	640	241	451	874	1328	1579	3103	4410	1408	494	14899	12699	90	42	248	0	1044	776	7653	663	663	514	149	11	138	0	0	0	6990	3603	3177	426	188	238	3387	1132	2255	13196	666	6228	6302	59764
"0499997"	"School District Not Defined, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009383"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"99997"	""	""	""	""	""	""	"97000US0499997"	"School District Not Defined"	""	""	""	67775	349	562	628	331	1094	1443	1579	2875	9509	22445	18418	8542	67775	60336	923	4225	559	22	837	873	38255	792	792	397	395	90	305	0	0	0	37463	19539	17809	1730	564	1166	17924	5443	12481	64811	4552	41607	18652	49143
"0499999"	"Remainder of Arizona, Arizona"	"ACSSF"	"az"	"970"	"00"	"0009384"	""	""	""	""	"04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"99999"	""	""	""	""	""	""	"97000US0499999"	"Remainder of Arizona"	""	""	""	2455064	166674	163381	173673	99432	263151	383955	315755	282763	263046	200374	108384	34476	2455064	1656668	170834	64102	78526	6054	263861	215019	851902	289605	285939	166690	119249	35017	84232	3666	2510	1156	562297	265154	204033	61121	22615	38506	297143	153271	143872	1588753	287981	915154	385618	55819
